subject,field,annotation,nan_score,good
PJ02_1_Ruhe,diameter,77140.518902,0.0,1
PJ02_1_Ruhe,diameter,77169.94673299999,26.13240418118467,0
PJ02_1_Ruhe,diameter,77169.94673299999,26.13240418118467,1
PJ02_1_Ruhe,diameter,77199.34275499999,9.210526315789474,0
PJ02_1_Ruhe,diameter,77199.34275499999,9.210526315789474,1
PJ02_1_Ruhe,diameter,77228.734789,4.557640750670242,0
PJ02_1_Ruhe,diameter,77228.734789,4.557640750670242,1
PJ02_1_Ruhe,diameter,77258.13086599999,1.1145165784341042,0
PJ02_1_Ruhe,diameter,77258.13086599999,1.1145165784341042,1
PJ02_1_Ruhe,diameter,77287.526768,0.4833612195575386,0
PJ02_1_Ruhe,diameter,77287.526768,0.4833612195575386,1
PJ02_1_Ruhe,diameter,77316.91871799999,0.6040731791508457,0
PJ02_1_Ruhe,diameter,77316.91871799999,0.6040731791508457,1
PJ02_1_Ruhe,diameter,77346.34682499999,1.3190642110502737,0
PJ02_1_Ruhe,diameter,77346.34682499999,1.3190642110502737,1
PJ02_1_Ruhe,diameter,77375.74319299999,1.4663524482848913,0
PJ02_1_Ruhe,diameter,77375.74319299999,1.4663524482848913,1
PJ02_2_Ruhe,diameter,83402.573848,0.2409223885733953,0
PJ02_2_Ruhe,diameter,83402.573848,0.2409223885733953,1
PJ02_2_Ruhe,diameter,83431.969902,0.0940203083866115,0
PJ02_2_Ruhe,diameter,83431.969902,0.0940203083866115,1
PJ02_2_Ruhe,diameter,83461.36249599999,0.03519887363604365,0
PJ02_2_Ruhe,diameter,83461.36249599999,0.03519887363604365,1
PJ02_2_Ruhe,diameter,83490.79009,0.6686046511627907,0
PJ02_2_Ruhe,diameter,83490.79009,0.6686046511627907,1
PJ02_2_Ruhe,diameter,83520.18607,0.39991113085980895,0
PJ02_2_Ruhe,diameter,83520.18607,0.39991113085980895,1
PJ02_2_Ruhe,diameter,83549.578226,0.4314063848144953,0
PJ02_2_Ruhe,diameter,83549.578226,0.4314063848144953,1
PJ02_2_Ruhe,diameter,83578.973976,0.3628666465074085,0
PJ02_2_Ruhe,diameter,83578.973976,0.3628666465074085,1
PJ02_2_Ruhe,diameter,83608.369964,0.3958090803259604,0
PJ02_2_Ruhe,diameter,83608.369964,0.3958090803259604,1
PJ02_2_Ruhe,diameter,83637.76216999999,1.937483854301214,0
PJ02_2_Ruhe,diameter,83637.76216999999,1.937483854301214,1
PJ02_2_Ruhe,diameter,83667.190269,1.2868632707774799,0
PJ02_2_Ruhe,diameter,83667.190269,1.2868632707774799,1
PJ02_2_Ruhe,diameter,83696.586071,0.6086427267194157,0
PJ02_2_Ruhe,diameter,83696.586071,0.6086427267194157,1
PJ02_2_Ruhe,diameter,83725.978353,2.1332335329341316,0
PJ02_2_Ruhe,diameter,83725.978353,2.1332335329341316,1
PJ02_2_Ruhe,diameter,83755.37464299999,1.0270149586961375,0
PJ02_2_Ruhe,diameter,83755.37464299999,1.0270149586961375,1
PJ02_2_Ruhe,diameter,83784.77011499999,1.1475017929715514,0
PJ02_2_Ruhe,diameter,83784.77011499999,1.1475017929715514,1
PJ02_2_Ruhe,diameter,83814.162407,0.9193480986209779,0
PJ02_2_Ruhe,diameter,83814.162407,0.9193480986209779,1
PJ02_2_Ruhe,diameter,83843.59037399999,0.9790832220738763,0
PJ02_2_Ruhe,diameter,83843.59037399999,0.9790832220738763,1
PJ02_2_Ruhe,diameter,83872.98631299999,2.0575046161962542,0
PJ02_2_Ruhe,diameter,83872.98631299999,2.0575046161962542,1
PJ02_2_Ruhe,diameter,83902.378229,2.741472744660504,0
PJ02_2_Ruhe,diameter,83902.378229,2.741472744660504,1
PJ02_2_Ruhe,diameter,83931.77422499999,0.7471679922872981,0
PJ02_2_Ruhe,diameter,83931.77422499999,0.7471679922872981,1
PJ02_2_Ruhe,diameter,83961.170225,0.7407407407407407,0
PJ02_2_Ruhe,diameter,83961.170225,0.7407407407407407,1
PJ02_2_Ruhe,diameter,83990.56238999999,1.2668250197941409,0
PJ02_2_Ruhe,diameter,83990.56238999999,1.2668250197941409,1
PJ02_2_Ruhe,diameter,84019.99031499999,0.8606263447286636,0
PJ02_2_Ruhe,diameter,84019.99031499999,0.8606263447286636,1
PJ02_2_Ruhe,diameter,84049.38645699999,3.125,0
PJ02_2_Ruhe,diameter,84049.38645699999,3.125,1
PJ02_2_Ruhe,diameter,84078.77853899999,0.47556142668428003,0
PJ02_2_Ruhe,diameter,84078.77853899999,0.47556142668428003,1
PJ02_2_Ruhe,diameter,84108.17434799999,1.9302949061662198,0
PJ02_2_Ruhe,diameter,84108.17434799999,1.9302949061662198,1
PJ02_2_Ruhe,diameter,84137.570238,3.553719008264463,0
PJ02_2_Ruhe,diameter,84137.570238,3.553719008264463,1
PJ02_2_Ruhe,diameter,84166.962485,4.4260525368837715,0
PJ02_2_Ruhe,diameter,84166.962485,4.4260525368837715,1
PJ02_2_Ruhe,diameter,84196.39052399999,2.1765787860208463,0
PJ02_2_Ruhe,diameter,84196.39052399999,2.1765787860208463,1
PJ02_2_Ruhe,diameter,84225.786471,1.16751269035533,0
PJ02_2_Ruhe,diameter,84225.786471,1.16751269035533,1
PJ02_2_Ruhe,diameter,84255.178544,4.242723236309818,0
PJ02_2_Ruhe,diameter,84255.178544,4.242723236309818,1
PJ02_2_Ruhe,diameter,84284.57442399999,9.574468085106384,0
PJ02_2_Ruhe,diameter,84284.57442399999,9.574468085106384,1
PJ02_2_Ruhe,diameter,84313.97050899999,5.312767780634105,0
PJ02_2_Ruhe,diameter,84313.97050899999,5.312767780634105,1
PJ02_2_Ruhe,diameter,84343.362566,1.608187134502924,0
PJ02_2_Ruhe,diameter,84343.362566,1.608187134502924,1
PJ02_2_Ruhe,diameter,84372.79049799999,2.411417322834646,0
PJ02_2_Ruhe,diameter,84372.79049799999,2.411417322834646,1
PJ02_2_Ruhe,diameter,84402.18731299999,4.83271375464684,0
PJ02_2_Ruhe,diameter,84402.18731299999,4.83271375464684,1
PJ02_2_Ruhe,diameter,84431.578629,6.833333333333333,0
PJ02_2_Ruhe,diameter,84431.578629,6.833333333333333,1
PJ02_2_Ruhe,diameter,84460.9745,1.6884113584036837,0
PJ02_2_Ruhe,diameter,84460.9745,1.6884113584036837,1
